day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
0;51500;SQUID_INK;1948;21;;;;;1951;21;;;;;1949.5;-241.5859375
0;51600;SQUID_INK;1951;3;1949;23;;;1952;23;;;;;1951.5;-217.66796875
0;51600;KELP;2031;3;2029;23;;;2032;23;;;;;2031.5;306.796875
0;51600;RAINFOREST_RESIN;9996;2;9995;21;;;10002;5;10004;2;10005;21;9999.0;879.0
0;51700;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;879.0
0;51700;SQUID_INK;1949;32;;;;;1952;32;;;;;1950.5;-217.8515625
0;51700;KELP;2029;32;;;;;2032;32;;;;;2030.5;309.97265625
0;51800;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;879.0
0;51800;SQUID_INK;1949;25;;;;;1952;25;;;;;1950.5;-221.42578125
0;51800;KELP;2029;25;;;;;2032;25;;;;;2030.5;312.14453125
0;51900;KELP;2029;28;;;;;2032;28;;;;;2030.5;310.96484375
0;51900;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;879.0
0;51900;SQUID_INK;1950;28;;;;;1954;28;;;;;1952.0;-182.77734375
0;52000;SQUID_INK;1951;5;1950;21;;;1952;5;1954;21;;;1951.5;-179.921875
0;52000;KELP;2029;26;;;;;2030;5;2032;21;;;2029.5;307.20703125
0;52000;RAINFOREST_RESIN;9998;2;9995;21;;;10000;5;10005;21;;;9999.0;879.0
0;52100;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;879.0
0;52100;SQUID_INK;1947;28;;;;;1950;28;;;;;1948.5;-262.375
0;52100;KELP;2029;28;;;;;2032;28;;;;;2030.5;321.1484375
0;52200;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;879.0
0;52200;SQUID_INK;1948;22;;;;;1951;23;;;;;1949.5;-248.62109375
0;52200;KELP;2029;22;;;;;2032;23;;;;;2030.5;317.3515625
0;52300;KELP;2029;30;;;;;2032;30;;;;;2030.5;319.8671875
0;52300;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;879.0
0;52300;SQUID_INK;1946;30;;;;;1950;30;;;;;1948.0;-275.92578125
0;52400;SQUID_INK;1950;21;;;;;1951;3;1953;21;;;1950.5;-187.1171875
0;52400;KELP;2029;22;;;;;2030;4;2032;21;;;2029.5;321.28125
0;52400;RAINFOREST_RESIN;10002;3;9996;1;9995;20;10004;1;10005;20;;;10003.0;879.0
0;52500;RAINFOREST_RESIN;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;885.0
0;52500;SQUID_INK;1947;27;;;;;1950;27;;;;;1948.5;-259.796875
0;52500;KELP;2029;27;;;;;2033;27;;;;;2031.0;337.9453125
0;52600;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;885.0
0;52600;SQUID_INK;1948;33;;;;;1949;2;1951;31;;;1948.5;-238.35546875
0;52600;KELP;2029;31;;;;;2033;31;;;;;2031.0;335.0546875
0;52700;KELP;2032;1;2029;25;;;2033;25;;;;;2032.5;335.8203125
0;52700;RAINFOREST_RESIN;9996;1;9995;24;;;10002;9;10004;1;10005;24;9999.0;897.0
0;52700;SQUID_INK;1950;1;1947;25;;;1951;25;;;;;1950.5;-252.3203125
0;52800;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;897.0
0;52800;SQUID_INK;1950;1;1948;28;;;1952;28;;;;;1951.0;-231.046875
0;52800;KELP;2032;1;2029;28;;;2033;28;;;;;2032.5;334.53125
0;52900;SQUID_INK;1948;27;;;;;1951;27;;;;;1949.5;-246.296875
0;52900;KELP;2029;27;;;;;2033;27;;;;;2031.0;338.2421875
0;52900;RAINFOREST_RESIN;9996;1;9995;26;;;10002;3;10004;1;10005;26;9999.0;897.0
0;53000;SQUID_INK;1948;1;1947;29;;;1951;30;;;;;1949.5;-251.125
0;53000;RAINFOREST_RESIN;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;897.0
0;53000;KELP;2029;30;;;;;2033;30;;;;;2031.0;337.8359375
0;53100;SQUID_INK;1948;23;;;;;1951;23;;;;;1949.5;-238.71484375
0;53100;KELP;2029;23;;;;;2033;23;;;;;2031.0;332.6484375
0;53100;RAINFOREST_RESIN;9996;2;9995;21;;;9998;5;10004;2;10005;21;9997.0;897.0
0;53200;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;907.0
0;53200;KELP;2032;1;2029;23;;;2033;23;;;;;2032.5;336.3359375
0;53200;SQUID_INK;1951;1;1949;23;;;1952;23;;;;;1951.5;-214.3125
0;53300;SQUID_INK;1950;20;;;;;1953;20;;;;;1951.5;-195.2890625
0;53300;KELP;2029;20;;;;;2033;20;;;;;2031.0;343.0546875
0;53300;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;907.0
0;53400;SQUID_INK;1951;39;;;;;1954;32;;;;;1952.5;-173.20703125
0;53400;RAINFOREST_RESIN;9996;2;9995;30;;;9998;1;10004;2;10005;30;9997.0;907.0
0;53400;KELP;2030;9;2029;30;;;2033;32;;;;;2031.5;353.2890625
0;53500;SQUID_INK;1950;25;;;;;1952;2;1953;25;;;1951.0;-189.8359375
0;53500;KELP;2029;25;;;;;2031;2;2033;25;;;2030.0;343.4921875
0;53500;RAINFOREST_RESIN;9995;25;;;;;10002;7;10005;25;;;9998.5;909.0
0;53600;RAINFOREST_RESIN;9998;2;9996;1;9995;22;10004;1;10005;22;;;10001.0;909.0
0;53600;KELP;2029;23;;;;;2032;1;2033;22;;;2030.5;335.625
0;53600;SQUID_INK;1950;23;;;;;1953;23;;;;;1951.5;-193.04296875
0;53700;SQUID_INK;1951;1;1950;23;;;1954;23;;;;;1952.5;-184.171875
0;53700;KELP;2030;1;2029;23;;;2033;23;;;;;2031.5;336.9921875
0;53700;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;909.0
0;53800;SQUID_INK;1950;29;;;;;1953;29;;;;;1951.5;-189.30859375
0;53800;RAINFOREST_RESIN;9998;8;9995;29;;;10005;29;;;;;10001.5;909.0
0;53800;KELP;2029;29;;;;;2032;29;;;;;2030.5;333.15625
0;53900;SQUID_INK;1950;1;1949;25;;;1951;4;1953;26;;;1950.5;-203.6171875
0;53900;KELP;2029;26;;;;;2030;4;2032;1;2033;25;2029.5;335.796875
0;53900;RAINFOREST_RESIN;9996;1;9995;25;;;10000;4;10002;8;10004;1;9998.0;909.0
0;54000;RAINFOREST_RESIN;9996;1;9995;21;;;10002;1;10004;1;10005;21;9999.0;909.0
0;54000;KELP;2029;29;;;;;2032;22;;;;;2030.5;318.375
0;54000;SQUID_INK;1951;7;1950;22;;;1954;22;;;;;1952.5;-183.05078125
0;54100;SQUID_INK;1951;4;1950;22;;;1953;1;1954;21;;;1952.0;-185.8046875
0;54100;KELP;2029;4;2028;22;;;2032;22;;;;;2030.5;304.390625
0;54100;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;909.0
0;54200;SQUID_INK;1951;20;;;;;1954;21;;;;;1952.5;-163.73046875
0;54200;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;915.0
0;54200;KELP;2028;20;;;;;2032;21;;;;;2030.0;298.875
0;54300;SQUID_INK;1952;28;;;;;1955;28;;;;;1953.5;-147.51953125
0;54300;KELP;2028;28;;;;;2032;28;;;;;2030.0;302.96875
0;54300;RAINFOREST_RESIN;10002;1;9996;2;9995;26;10004;2;10005;26;;;10003.0;915.0
0;54400;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;921.0
0;54400;KELP;2028;22;;;;;2032;22;;;;;2030.0;306.890625
0;54400;SQUID_INK;1951;22;;;;;1954;22;;;;;1952.5;-172.35546875
0;54500;SQUID_INK;1950;29;;;;;1953;2;1954;27;;;1951.5;-184.16015625
0;54500;KELP;2028;29;;;;;2032;29;;;;;2030.0;309.265625
0;54500;RAINFOREST_RESIN;9996;2;9995;27;;;10002;2;10004;2;10005;27;9999.0;921.0
0;54600;SQUID_INK;1950;30;;;;;1954;30;;;;;1952.0;-181.9453125
0;54600;RAINFOREST_RESIN;10002;2;9996;1;9995;29;10004;1;10005;29;;;10003.0;921.0
0;54600;KELP;2029;1;2028;29;;;2032;30;;;;;2030.5;316.2109375
0;54700;SQUID_INK;1949;23;;;;;1952;23;;;;;1950.5;-214.44140625
0;54700;KELP;2029;23;;;;;2032;23;;;;;2030.5;316.8671875
0;54700;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;925.0
0;54800;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;934.0
0;54800;KELP;2029;32;;;;;2032;25;;;;;2030.5;323.578125
0;54800;SQUID_INK;1948;32;;;;;1951;25;;;;;1949.5;-244.8515625
0;54900;SQUID_INK;1948;24;;;;;1950;1;1951;24;;;1949.0;-242.23046875
0;54900;KELP;2029;24;;;;;2031;1;2032;24;;;2030.0;327.71875
0;54900;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;934.0
0;55000;SQUID_INK;1948;22;;;;;1950;7;1952;22;;;1949.0;-230.23046875
0;55000;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;934.0
0;55000;KELP;2029;22;;;;;2031;7;2032;22;;;2030.0;335.21875
0;55100;SQUID_INK;1950;26;;;;;1953;26;;;;;1951.5;-200.6015625
0;55100;KELP;2029;26;;;;;2032;26;;;;;2030.5;336.0703125
0;55100;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;934.0
0;55200;RAINFOREST_RESIN;9998;8;9996;1;9995;25;10004;1;10005;25;;;10001.0;934.0
0;55200;KELP;2029;25;;;;;2032;26;;;;;2030.5;341.59375
0;55200;SQUID_INK;1949;25;;;;;1952;26;;;;;1950.5;-220.1875
0;55300;KELP;2029;22;;;;;2031;3;2032;22;;;2030.0;331.34375
0;55300;SQUID_INK;1948;22;;;;;1950;3;1952;22;;;1949.0;-232.09375
0;55300;RAINFOREST_RESIN;9995;22;;;;;10002;5;10005;22;;;9998.5;934.0
0;55400;KELP;2029;33;;;;;2032;28;;;;;2030.5;329.4921875
0;55400;SQUID_INK;1949;33;;;;;1952;28;;;;;1950.5;-213.13671875
0;55400;RAINFOREST_RESIN;9998;7;9996;1;9995;27;10004;1;10005;27;;;10001.0;934.0
0;55500;SQUID_INK;1951;24;;;;;1953;2;1954;24;;;1952.0;-169.91015625
0;55500;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;940.0
0;55500;KELP;2029;24;;;;;2031;2;2032;24;;;2030.0;333.9765625
0;55600;RAINFOREST_RESIN;9995;23;;;;;10002;9;10005;23;;;9998.5;940.0
0;55600;KELP;2029;23;;;;;2032;23;;;;;2030.5;336.3515625
0;55600;SQUID_INK;1950;23;;;;;1953;23;;;;;1951.5;-192.51953125
0;55700;KELP;2029;22;;;;;2032;22;;;;;2030.5;341.0078125
0;55700;SQUID_INK;1949;22;;;;;1952;1;1953;21;;;1950.5;-208.0859375
0;55700;RAINFOREST_RESIN;9996;1;9995;21;;;10002;7;10004;1;10005;21;9999.0;940.0
0;55800;KELP;2030;8;2029;26;;;2032;1;2033;25;;;2031.0;347.0859375
0;55800;SQUID_INK;1951;34;;;;;1954;26;;;;;1952.5;-172.046875
0;55800;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;940.0
0;55900;SQUID_INK;1952;4;1951;20;;;1954;20;;;;;1953.0;-168.13671875
0;55900;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;940.0
0;55900;KELP;2030;4;2029;20;;;2033;20;;;;;2031.5;344.7734375
0;56000;RAINFOREST_RESIN;10000;2;9996;1;9995;24;10002;6;10004;1;10005;24;10001.0;940.0
0;56000;KELP;2030;2;2029;25;;;2031;7;2032;25;;;2030.5;332.7265625
0;56000;SQUID_INK;1950;2;1949;25;;;1951;7;1952;25;;;1950.5;-217.171875
0;56100;KELP;2029;28;;;;;2032;28;;;;;2030.5;326.2421875
0;56100;SQUID_INK;1949;28;;;;;1952;28;;;;;1950.5;-213.48046875
0;56100;RAINFOREST_RESIN;9996;1;9995;27;;;9998;1;10002;3;10004;1;9997.0;940.0
0;56200;KELP;2029;31;;;;;2030;4;2032;31;;;2029.5;331.3203125
0;56200;SQUID_INK;1948;31;;;;;1949;4;1951;1;1952;30;1948.5;-232.21875
0;56200;RAINFOREST_RESIN;9996;1;9995;30;;;10000;4;10004;1;10005;30;9998.0;942.0
0;56300;SQUID_INK;1947;28;;;;;1951;28;;;;;1949.0;-258.484375
0;56300;RAINFOREST_RESIN;9995;28;;;;;10005;28;;;;;10000.0;942.0
0;56300;KELP;2029;28;;;;;2032;28;;;;;2030.5;335.9609375
0;56400;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;942.0
0;56400;KELP;2029;29;;;;;2032;29;;;;;2030.5;331.53125
0;56400;SQUID_INK;1944;29;;;;;1947;2;1948;27;;;1945.5;-342.16015625
0;56500;KELP;2029;21;;;;;2032;21;;;;;2030.5;334.140625
0;56500;SQUID_INK;1945;21;;;;;1948;21;;;;;1946.5;-327.08984375
0;56500;RAINFOREST_RESIN;9995;21;;;;;10002;9;10005;21;;;9998.5;942.0
0;56600;KELP;2029;30;;;;;2031;3;2032;30;;;2030.0;342.15625
0;56600;SQUID_INK;1946;30;;;;;1948;3;1949;30;;;1947.0;-297.48046875
0;56600;RAINFOREST_RESIN;9996;2;9995;28;;;10002;2;10004;2;10005;28;9999.0;942.0
0;56700;SQUID_INK;1946;27;;;;;1947;2;1950;27;;;1946.5;-280.8125
0;56700;RAINFOREST_RESIN;9998;5;9995;27;;;10005;27;;;;;10001.5;942.0
0;56700;KELP;2029;29;;;;;2030;4;2032;27;;;2029.5;341.1640625
0;56800;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;942.0
0;56800;KELP;2029;31;;;;;2032;23;;;;;2030.5;340.375
0;56800;SQUID_INK;1946;31;;;;;1949;23;;;;;1947.5;-298.9921875
0;56900;KELP;2029;21;;;;;2032;21;;;;;2030.5;335.7890625
0;56900;SQUID_INK;1946;21;;;;;1949;21;;;;;1947.5;-300.1015625
0;56900;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;942.0
0;57000;KELP;2029;22;;;;;2032;22;;;;;2030.5;328.6640625
0;57000;SQUID_INK;1946;22;;;;;1950;22;;;;;1948.0;-283.47265625
0;57000;RAINFOREST_RESIN;9996;2;9995;20;;;10002;10;10004;2;10005;20;9999.0;942.0
0;57100;RAINFOREST_RESIN;9998;6;9995;24;;;10005;24;;;;;10001.5;942.0
0;57100;SQUID_INK;1949;1;1946;24;;;1950;24;;;;;1949.5;-281.12109375
0;57100;KELP;2031;1;2029;24;;;2032;24;;;;;2031.5;328.1328125
0;57200;RAINFOREST_RESIN;9998;5;9996;1;9995;25;10004;1;10005;25;;;10001.0;942.0
0;57200;KELP;2029;26;;;;;2032;26;;;;;2030.5;336.9296875
0;57200;SQUID_INK;1946;26;;;;;1949;1;1950;25;;;1947.5;-284.828125
0;57300;KELP;2029;31;;;;;2031;1;2032;31;;;2030.0;346.5546875
0;57300;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;942.0
0;57300;SQUID_INK;1943;31;;;;;1945;1;1946;31;;;1944.0;-376.48046875
0;57400;KELP;2029;28;;;;;2033;28;;;;;2031.0;358.1171875
0;57400;SQUID_INK;1942;1;1941;27;;;1945;28;;;;;1943.5;-413.86328125
0;57400;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;942.0
0;57500;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;942.0
0;57500;SQUID_INK;1944;23;;;;;1947;21;;;;;1945.5;-345.8515625
0;57500;KELP;2030;2;2029;21;;;2033;21;;;;;2031.5;357.078125
0;57600;RAINFOREST_RESIN;10000;4;9996;2;9995;20;10004;2;10005;20;;;10002.0;942.0
0;57600;SQUID_INK;1948;5;1947;22;;;1951;22;;;;;1949.5;-254.953125
0;57600;KELP;2030;5;2029;22;;;2032;2;2033;20;;;2031.0;352.1328125
0;57700;KELP;2029;22;;;;;2033;22;;;;;2031.0;362.7421875
0;57700;RAINFOREST_RESIN;9998;2;9996;1;9995;21;10004;1;10005;21;;;10001.0;942.0
0;57700;SQUID_INK;1948;22;;;;;1951;22;;;;;1949.5;-248.37890625
0;57800;SQUID_INK;1947;35;;;;;1950;28;;;;;1948.5;-262.65625
0;57800;KELP;2030;35;;;;;2033;28;;;;;2031.5;371.2421875
0;57800;RAINFOREST_RESIN;9996;2;9995;26;;;10002;4;10004;2;10005;26;9999.0;942.0
0;57900;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;942.0
0;57900;SQUID_INK;1946;28;;;;;1947;5;1949;28;;;1946.5;-290.41796875
0;57900;KELP;2030;23;;;;;2033;28;;;;;2031.5;377.3046875
0;58000;RAINFOREST_RESIN;9995;28;;;;;10005;28;;;;;10000.0;942.0
0;58000;SQUID_INK;1947;28;;;;;1950;28;;;;;1948.5;-273.70703125
0;58000;KELP;2030;28;;;;;2033;28;;;;;2031.5;378.3125
0;58100;KELP;2030;20;;;;;2033;20;;;;;2031.5;387.625
0;58100;RAINFOREST_RESIN;9998;7;9995;20;;;10005;20;;;;;10001.5;942.0
0;58100;SQUID_INK;1945;20;;;;;1949;20;;;;;1947.0;-306.03515625
0;58200;SQUID_INK;1947;29;;;;;1950;29;;;;;1948.5;-265.2265625
0;58200;KELP;2030;29;;;;;2033;29;;;;;2031.5;394.640625
0;58200;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;970.0
0;58300;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;970.0
0;58300;SQUID_INK;1947;30;;;;;1950;30;;;;;1948.5;-273.47265625
0;58300;KELP;2030;2;2029;28;;;2033;30;;;;;2031.5;377.8828125
0;58400;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;970.0
0;58400;SQUID_INK;1947;25;;;;;1950;25;;;;;1948.5;-274.01171875
0;58400;KELP;2029;25;;;;;2032;25;;;;;2030.5;362.671875
0;58500;KELP;2029;22;;;;;2031;2;2032;2;2033;20;2030.0;365.1796875
0;58500;RAINFOREST_RESIN;9998;3;9996;2;9995;20;10004;2;10005;20;;;10001.0;970.0
0;58500;SQUID_INK;1945;22;;;;;1947;2;1948;22;;;1946.0;-317.38671875
0;58600;SQUID_INK;1945;23;;;;;1948;23;;;;;1946.5;-324.96875
0;58600;KELP;2029;23;;;;;2032;1;2033;22;;;2030.5;367.0234375
0;58600;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;970.0
0;58700;RAINFOREST_RESIN;9996;1;9995;29;;;9998;1;10000;4;10004;1;9997.0;972.0
0;58700;SQUID_INK;1945;30;;;;;1946;4;1948;30;;;1945.5;-320.2890625
0;58700;KELP;2029;30;;;;;2030;4;2032;1;2033;29;2029.5;366.7890625
0;58800;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;974.0
0;58800;SQUID_INK;1943;31;;;;;1945;5;1946;31;;;1944.0;-372.625
0;58800;KELP;2029;31;;;;;2031;5;2032;1;2033;30;2030.0;368.4921875
0;58900;KELP;2031;1;2029;25;;;2032;25;;;;;2031.5;365.71875
0;58900;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;980.0
0;58900;SQUID_INK;1943;1;1941;25;;;1944;25;;;;;1943.5;-435.49609375
0;59000;SQUID_INK;1943;24;;;;;1946;24;;;;;1944.5;-382.17578125
0;59000;KELP;2029;24;;;;;2032;24;;;;;2030.5;360.5703125
0;59000;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;980.0
0;59100;RAINFOREST_RESIN;9998;7;9996;1;9995;20;10004;1;10005;20;;;10001.0;980.0
0;59100;SQUID_INK;1943;21;;;;;1946;21;;;;;1944.5;-384.1953125
0;59100;KELP;2029;21;;;;;2032;21;;;;;2030.5;356.78125
0;59200;RAINFOREST_RESIN;10002;1;9996;2;9995;23;10004;2;10005;23;;;10003.0;980.0
0;59200;SQUID_INK;1947;10;1945;33;;;1948;25;;;;;1947.5;-317.9140625
0;59200;KELP;2031;10;2029;33;;;2032;25;;;;;2031.5;362.3828125
0;59300;KELP;2029;22;;;;;2032;22;;;;;2030.5;366.62890625
0;59300;RAINFOREST_RESIN;9998;5;9995;22;;;10005;22;;;;;10001.5;980.0
0;59300;SQUID_INK;1945;22;;;;;1948;22;;;;;1946.5;-314.421875
0;59400;SQUID_INK;1947;23;;;;;1951;23;;;;;1949.0;-251.06640625
0;59400;KELP;2029;23;;;;;2032;23;;;;;2030.5;369.109375
0;59400;RAINFOREST_RESIN;10002;1;9995;23;;;10005;23;;;;;10003.5;980.0
0;59500;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;980.0
0;59500;SQUID_INK;1947;24;;;;;1950;24;;;;;1948.5;-263.5390625
0;59500;KELP;2029;24;;;;;2032;24;;;;;2030.5;368.57421875
0;59600;RAINFOREST_RESIN;10002;1;9996;1;9995;24;10004;1;10005;24;;;10003.0;980.0
0;59600;SQUID_INK;1947;25;;;;;1951;25;;;;;1949.0;-252.11328125
0;59600;KELP;2029;25;;;;;2032;25;;;;;2030.5;367.46875
0;59700;KELP;2031;1;2029;26;;;2032;26;;;;;2031.5;369.69140625
0;59700;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;980.0
0;59700;SQUID_INK;1951;1;1949;26;;;1952;26;;;;;1951.5;-217.42578125
0;59800;SQUID_INK;1949;24;;;;;1952;24;;;;;1950.5;-221.40234375
0;59800;KELP;2029;24;;;;;2032;2;2033;22;;;2030.5;378.7265625
0;59800;RAINFOREST_RESIN;9998;9;9996;2;9995;22;10004;2;10005;22;;;10001.0;980.0
0;59900;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;980.0
0;59900;SQUID_INK;1946;25;;;;;1948;4;1949;25;;;1947.0;-289.84765625
0;59900;KELP;2029;25;;;;;2031;4;2032;25;;;2030.0;370.19921875
0;60000;RAINFOREST_RESIN;9996;1;9995;25;;;9998;3;10002;10;10004;1;9997.0;984.0
0;60000;SQUID_INK;1947;31;;;;;1950;26;;;;;1948.5;-270.734375
0;60000;KELP;2029;31;;;;;2032;26;;;;;2030.5;363.5234375
0;60100;KELP;2029;28;;;;;2032;28;;;;;2030.5;365.1796875
0;60100;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;990.0
0;60100;SQUID_INK;1945;28;;;;;1948;28;;;;;1946.5;-313.16796875
0;60200;SQUID_INK;1944;1;1943;25;;;1947;26;;;;;1945.5;-358.82421875
0;60200;KELP;2029;26;;;;;2032;26;;;;;2030.5;365.5234375
0;60200;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;990.0
0;60300;RAINFOREST_RESIN;9998;3;9996;1;9995;23;10004;1;10005;23;;;10001.0;990.0
0;60300;SQUID_INK;1946;24;;;;;1949;24;;;;;1947.5;-302.62890625
0;60300;KELP;2029;24;;;;;2032;24;;;;;2030.5;364.4921875
0;60400;RAINFOREST_RESIN;9996;2;9995;22;;;9998;1;10004;2;10005;22;9997.0;990.0
0;60400;SQUID_INK;1945;24;;;;;1948;24;;;;;1946.5;-329.7578125
0;60400;KELP;2029;24;;;;;2032;24;;;;;2030.5;365.546875
0;60500;KELP;2029;25;;;;;2030;2;2032;25;;;2029.5;367.296875
0;60500;RAINFOREST_RESIN;9995;25;;;;;10000;2;10005;25;;;9997.5;1006.0
0;60500;SQUID_INK;1944;25;;;;;1946;2;1948;25;;;1945.0;-334.06640625
0;60600;SQUID_INK;1944;21;;;;;1947;22;;;;;1945.5;-342.31640625
0;60600;KELP;2029;21;;;;;2032;22;;;;;2030.5;367.8984375
0;60600;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;1006.0
0;60700;RAINFOREST_RESIN;9998;10;9995;24;;;10005;24;;;;;10001.5;1028.0
0;60700;SQUID_INK;1946;9;1944;24;;;1947;24;;;;;1946.5;-354.6484375
0;60700;KELP;2031;9;2029;24;;;2032;24;;;;;2031.5;367.8671875
0;60800;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;1028.0
0;60800;SQUID_INK;1947;1;1945;28;;;1948;28;;;;;1947.5;-325.51171875
0;60800;KELP;2031;1;2029;28;;;2032;28;;;;;2031.5;369.6328125
0;60900;KELP;2031;1;2029;29;;;2032;29;;;;;2031.5;369.76953125
0;60900;RAINFOREST_RESIN;9998;10;9995;29;;;10005;29;;;;;10001.5;1028.0
0;60900;SQUID_INK;1946;1;1943;29;;;1947;29;;;;;1946.5;-358.51171875
0;61000;SQUID_INK;1944;26;;;;;1947;26;;;;;1945.5;-342.859375
0;61000;KELP;2029;26;;;;;2032;26;;;;;2030.5;368.671875
0;61000;RAINFOREST_RESIN;9996;1;9995;25;;;9998;1;10004;1;10005;25;9997.0;1028.0
0;61100;RAINFOREST_RESIN;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;1030.0
0;61100;SQUID_INK;1944;31;;;;;1947;31;;;;;1945.5;-350.453125
0;61100;KELP;2029;31;;;;;2032;31;;;;;2030.5;369.9765625
0;61200;RAINFOREST_RESIN;9998;1;9995;22;;;10005;22;;;;;10001.5;1030.0
0;61200;SQUID_INK;1944;24;;;;;1947;22;;;;;1945.5;-357.16015625
0;61200;KELP;2029;24;;;;;2032;22;;;;;2030.5;370.796875
0;61300;KELP;2028;27;;;;;2032;27;;;;;2030.0;364.37890625
0;61300;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;1030.0
0;61300;SQUID_INK;1943;27;;;;;1946;27;;;;;1944.5;-368.33984375
0;61400;SQUID_INK;1945;28;;;;;1949;28;;;;;1947.0;-308.80859375
0;61400;KELP;2028;28;;;;;2032;28;;;;;2030.0;356.74609375
0;61400;RAINFOREST_RESIN;9995;28;;;;;10005;28;;;;;10000.0;1030.0
0;61500;SQUID_INK;1947;1;1945;22;;;1948;22;;;;;1947.5;-326.2578125
0;61500;KELP;2030;1;2028;22;;;2032;22;;;;;2031.0;359.81640625
0;61500;RAINFOREST_RESIN;9998;4;9995;22;;;10005;22;;;;;10001.5;1030.0
0;61600;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;1030.0
0;61600;SQUID_INK;1944;28;;;;;1947;28;;;;;1945.5;-349.5390625
0;61600;KELP;2028;28;;;;;2032;28;;;;;2030.0;361.82421875
0;61700;KELP;2029;2;2028;21;;;2032;23;;;;;2030.5;365.14453125
0;61700;RAINFOREST_RESIN;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;1030.0
0;61700;SQUID_INK;1944;2;1943;21;;;1947;23;;;;;1945.5;-358.6328125
0;61800;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;1030.0
0;61800;SQUID_INK;1945;25;;;;;1948;26;;;;;1946.5;-312.64453125
0;61800;KELP;2029;1;2028;24;;;2032;26;;;;;2030.5;366.16015625
